fecha,mes_venta,nombre_del_vendedor,nombre_del_supermercado,representante_de_compras,estado,ciudad,categoria,producto,presentacion,precio_unitario_usd,cantidad_comprada,valor_total_usd,forma_pago,tipo_producto
2024-01-06,2024-01,Williams Chloe,The Food Barn,Tremblay Ana,Texas,San Antonio,Quesos,Queso para untar,Tarrina 250g,3.2,640,2048.0,Tarjeta de débito,Queso para untar
2024-02-19,2024-02,Davis Olivia,The Family Grocer,Brown Margaret,Florida,Miami,Otros,Dulce de leche,Frasco 250g,3.0,300,900.0,Efectivo,Dulce de leche
2024-05-23,2024-05,Zeller Sophie,Sky Blue Market,Taylor Jacob,Nueva York,Rochester,Cremas,Queso crema,Tarrina 250g,2.8,613,1716.4,PayPal,Queso crema
2024-02-29,2024-02,Williams Chloe,Sky Blue Market,Taylor Jacob,Massachusetts,Boston,Yogur,Yogur con frutas,Individual,1.2,591,709.2,Efectivo,Yogur con frutas
2024-05-04,2024-05,Anderson James,The Little Bee,Hunter Mark,Florida,Orlando,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,595,3421.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-02-15,2024-02,Lee Charlotte,Culinary Treasures,Koch Emma,Texas,Houston,Leche,Leche semidescremada,Individual,0.7,290,203.0,Efectivo,Leche semidescremada
2024-10-30,2024-10,Anderson James,Super Everything,Fraser Michael,Florida,Miami,Cremas,Crema agria,Tarrina 200g,2.5,126,315.0,Tarjeta de débito,Crema agria
2024-09-04,2024-09,Smith Noah,Red Rose,Martinez Patricia,Florida,Orlando,Yogur,Yogur natural,Individual,1.0,592,592.0,Tarjeta de crédito,Yogur natural
2024-10-17,2024-10,Smith Noah,The Little Bee,Hunter Mark,Massachusetts,Lowell,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,221,884.0,Efectivo,Mantequilla con sal
2024-10-16,2024-10,Williams Chloe,Super Everything,Fraser Michael,Texas,Houston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,639,2683.8,Efectivo,Mantequilla sin sal
2024-03-10,2024-03,Jackson George,Town Market,Gagnon James,California,San Jose,Leche,Leche entera,Galón,3.5,383,1340.5,Tarjeta de crédito,Leche entera
2024-04-20,2024-04,Williams Chloe,Food Emporium,Iacoca William,Florida,Miami,Quesos,Queso gruyere,Bloque 300g,5.5,551,3030.5,Tarjeta de crédito,Queso gruyere
2024-10-20,2024-10,Lee Charlotte,The House of Flavor,McAllister Alexander,Nueva York,Rochester,Otros,Suero de leche,Botella 1L,2.0,265,530.0,Tarjeta de débito,Suero de leche
2024-07-24,2024-07,Zeller Sophie,Hyper Foods,Brightman Abigail,Nueva York,New York City,Otros,Suero de leche,Botella 1L,2.0,387,774.0,Efectivo,Suero de leche
2024-09-06,2024-09,Jackson George,The Pantry,Wilson Ethan,Florida,Jacksonville,Leche,Leche entera,Galón,3.5,247,864.5,Efectivo,Leche entera
2024-08-15,2024-08,Williams Chloe,My Market,Johnson Alice,California,San Diego,Yogur,Yogur con frutas,Individual,1.2,525,630.0,Tarjeta de crédito,Yogur con frutas
2024-05-09,2024-05,Davis Olivia,The Little Bee,Hunter Mark,Texas,Austin,Yogur,Kumis,Botella 1L,2.5,921,2302.5,Transferencia bancaria,Kumis
2024-04-18,2024-04,Lee Charlotte,My Market,Johnson Alice,California,Los Angeles,Quesos,Queso azul roquefort,Cuña 150g,6.25,958,5987.5,Tarjeta de crédito,Queso azul roquefort
2024-03-25,2024-03,Anderson James,The Grocery Store,McBride Evelyn,Massachusetts,Lowell,Otros,Suero de leche,Botella 1L,2.0,268,536.0,Tarjeta de débito,Suero de leche
2024-09-04,2024-09,Lee Charlotte,The Food Barn,Tremblay Ana,Nueva York,Rochester,Quesos,Queso mozzarella,Paquete 200g,3.75,449,1683.75,Tarjeta de débito,Queso mozzarella
2024-05-23,2024-05,Jackson George,Central Supermarket,Smith Patricia,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,475,1900.0,Efectivo,Mantequilla con sal
2024-07-30,2024-07,Davis Olivia,Hyper Foods,Brightman Abigail,Texas,Houston,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,119,476.0,Tarjeta de crédito,Mantequilla con sal
2024-08-11,2024-08,Smith Noah,Exquisite Foods Market,Rogers Harper,Texas,Austin,Cremas,Crema agria,Tarrina 200g,2.5,428,1070.0,Transferencia bancaria,Crema agria
2024-06-16,2024-06,Jackson George,Exquisite Foods Market,Rogers Harper,Massachusetts,Boston,Leche,Leche entera,Litro,1.25,61,76.25,PayPal,Leche entera
2024-05-20,2024-05,Jackson George,Hyper Foods,Brightman Abigail,Florida,Miami,Leche,Leche condensada,Lata 397g,2.5,614,1535.0,Transferencia bancaria,Leche condensada
2024-11-06,2024-11,Zeller Sophie,The Little Bee,Hunter Mark,Nueva York,Buffalo,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,264,1518.0,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-12-02,2024-12,Jackson George,The Little Bee,Hunter Mark,Florida,Orlando,Quesos,Queso gruyere,Bloque 300g,5.5,191,1050.5,Tarjeta de crédito,Queso gruyere
2024-08-16,2024-08,Williams Chloe,Red Rose,Martinez Patricia,California,San Diego,Quesos,Queso ricota,Envase 250g,4.0,709,2836.0,Efectivo,Queso ricota
2024-05-28,2024-05,Zeller Sophie,Central Supermarket,Smith Patricia,Texas,Houston,Cremas,Crema de leche,Cartón 946ml,5.99,377,2258.23,Transferencia bancaria,Crema de leche
2024-11-28,2024-11,Anderson James,The Food Barn,Tremblay Ana,Florida,Miami,Otros,Suero de leche,Botella 1L,2.0,584,1168.0,PayPal,Suero de leche
2024-04-30,2024-04,Davis Olivia,Central Supermarket,Smith Patricia,Texas,Dallas,Yogur,Yogur griego,Individual,1.5,642,963.0,Efectivo,Yogur griego
2024-08-09,2024-08,Lee Charlotte,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Yogur,Yogur griego,Individual,1.5,435,652.5,PayPal,Yogur griego
2024-11-03,2024-11,Zeller Sophie,The House of Flavor,McAllister Alexander,Massachusetts,Lowell,Yogur,Kumis,Botella 1L,2.5,250,625.0,Transferencia bancaria,Kumis
2024-08-01,2024-08,Smith Noah,Exquisite Foods Market,Rogers Harper,Florida,Orlando,Otros,Suero de leche,Botella 1L,2.0,70,140.0,Tarjeta de débito,Suero de leche
2024-11-08,2024-11,Zeller Sophie,The House of Flavor,McAllister Alexander,Florida,Tampa,Leche,Leche en polvo,Bolsa 400g,3.0,224,672.0,Tarjeta de débito,Leche en polvo
2024-06-13,2024-06,Jackson George,Red Rose,Martinez Patricia,Texas,Austin,Quesos,Queso azul roquefort,Cuña 150g,6.25,677,4231.25,Efectivo,Queso azul roquefort
2024-01-11,2024-01,Williams Chloe,Super Saber,Lee Lucas,Nueva York,Rochester,Cremas,Crema agria,Tarrina 200g,2.5,88,220.0,PayPal,Crema agria
2024-11-29,2024-11,Davis Olivia,Red Rose,Martinez Patricia,Florida,Tampa,Leche,Leche descremada,Litro,1.15,68,78.2,Transferencia bancaria,Leche descremada
2024-08-15,2024-08,Anderson James,Sky Blue Market,Taylor Jacob,Florida,Orlando,Otros,Helado,Tarrina 500ml,4.25,655,2783.75,Tarjeta de crédito,Helado
2024-02-25,2024-02,Williams Chloe,Corner Delicatessen,Clark Eleonor,Nueva York,New York City,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,243,1458.0,Efectivo,Queso azul gorgonzola
2024-11-17,2024-11,Zeller Sophie,The Little Bee,Hunter Mark,Nueva York,Buffalo,Leche,Leche saborizada,Individual,1.0,686,686.0,Tarjeta de crédito,Leche saborizada
2024-11-02,2024-11,Anderson James,Select Market,Bélanger Theodore,Nueva York,Yonkers,Cremas,Queso crema,Tarrina 250g,2.8,446,1248.8,Tarjeta de crédito,Queso crema
2024-04-07,2024-04,Smith Noah,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Leche,Leche evaporada,Lata 354ml,2.3,106,243.8,Efectivo,Leche evaporada
2024-12-16,2024-12,Zeller Sophie,Super Saber,Lee Lucas,Florida,Jacksonville,Leche,Leche deslactosada,Litro,1.3,165,214.5,Tarjeta de crédito,Leche deslactosada
2024-11-08,2024-11,Lee Charlotte,Super Saber,Lee Lucas,Florida,Jacksonville,Yogur,Yogur con frutas,Individual,1.2,162,194.4,Tarjeta de crédito,Yogur con frutas
2024-02-09,2024-02,Anderson James,The Grocery Store,McBride Evelyn,Massachusetts,Worcester,Otros,Dulce de leche,Frasco 250g,3.0,726,2178.0,Tarjeta de crédito,Dulce de leche
2024-07-19,2024-07,Zeller Sophie,Central Supermarket,Smith Patricia,Florida,Orlando,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,831,3490.2,Tarjeta de crédito,Mantequilla sin sal
2024-06-29,2024-06,Williams Chloe,The Family Grocer,Brown Margaret,Texas,San Antonio,Leche,Leche semidescremada,Litro,1.2,85,102.0,PayPal,Leche semidescremada
2024-04-28,2024-04,Smith Noah,Red Rose,Martinez Patricia,Florida,Miami,Cremas,Crema de leche,Cartón 946ml,5.99,525,3144.75,Efectivo,Crema de leche
2024-08-13,2024-08,Lee Charlotte,The Family Grocer,Brown Margaret,California,San Jose,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,605,2420.0,Tarjeta de débito,Mantequilla con sal
2024-03-02,2024-03,Jackson George,The Grocery Store,McBride Evelyn,Massachusetts,Springfield,Leche,Leche semidescremada,Individual,0.7,764,534.8,Tarjeta de débito,Leche semidescremada
2024-03-24,2024-03,Anderson James,Super Everything,Fraser Michael,California,San Jose,Yogur,Yogur griego,Individual,1.5,370,555.0,PayPal,Yogur griego
2024-10-25,2024-10,Davis Olivia,Culinary Treasures,Koch Emma,California,Los Angeles,Quesos,Queso havarti,Bloque 200g,5.25,481,2525.25,Transferencia bancaria,Queso havarti
2024-09-03,2024-09,Jackson George,Pekos Foods,Dubbois Frank,California,San Francisco,Leche,Leche descremada,Individual,0.65,78,50.7,Tarjeta de crédito,Leche descremada
2024-10-07,2024-10,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Nueva York,Buffalo,Cremas,Crema agria,Tarrina 200g,2.5,565,1412.5,Efectivo,Crema agria
2024-10-28,2024-10,Williams Chloe,The Pantry,Wilson Ethan,Texas,Austin,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,180,720.0,Efectivo,Mantequilla con sal
2024-05-14,2024-05,Jackson George,Corner Delicatessen,Clark Eleonor,Massachusetts,Lowell,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,277,1163.4,Tarjeta de débito,Mantequilla sin sal
2024-08-08,2024-08,Williams Chloe,My Market,Johnson Alice,Texas,San Antonio,Cremas,Queso crema,Tarrina 250g,2.8,182,509.6,PayPal,Queso crema
2024-11-08,2024-11,Williams Chloe,Select Market,Bélanger Theodore,Nueva York,Yonkers,Yogur,Kumis,Botella 1L,2.5,407,1017.5,Transferencia bancaria,Kumis
2024-09-18,2024-09,Lee Charlotte,Sky Blue Market,Taylor Jacob,Florida,Tampa,Leche,Leche condensada,Lata 397g,2.5,919,2297.5,Efectivo,Leche condensada
2024-07-10,2024-07,Anderson James,The Grocery Store,McBride Evelyn,California,San Francisco,Cremas,Crema de leche,Cartón 946ml,5.99,939,5624.61,PayPal,Crema de leche
2024-03-07,2024-03,Williams Chloe,Super Everything,Fraser Michael,Nueva York,Yonkers,Leche,Bebidas lácteas,Botella 500ml,1.2,898,1077.6,Tarjeta de crédito,Bebidas lácteas
2024-10-31,2024-10,Lee Charlotte,Town Market,Gagnon James,Massachusetts,Springfield,Leche,Bebidas lácteas,Botella 1L,2.0,339,678.0,PayPal,Bebidas lácteas
2024-06-05,2024-06,Jackson George,The Pantry,Wilson Ethan,Texas,Dallas,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,330,1386.0,Efectivo,Mantequilla sin sal
2024-10-08,2024-10,Smith Noah,Pekos Foods,Dubbois Frank,Texas,San Antonio,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,933,5598.0,Tarjeta de crédito,Queso azul gorgonzola
2024-11-19,2024-11,Anderson James,Select Market,Bélanger Theodore,California,Los Angeles,Leche,Leche en polvo,Bolsa 800g,5.5,748,4114.0,Tarjeta de crédito,Leche en polvo
2024-06-01,2024-06,Williams Chloe,The Family Grocer,Brown Margaret,Nueva York,New York City,Leche,Leche en polvo,Bolsa 400g,3.0,490,1470.0,Efectivo,Leche en polvo
2024-10-12,2024-10,Williams Chloe,Select Market,Bélanger Theodore,Florida,Jacksonville,Quesos,Queso gouda,Bloque 300g,4.5,786,3537.0,Transferencia bancaria,Queso gouda
2024-11-01,2024-11,Lee Charlotte,Sky Blue Market,Taylor Jacob,California,San Diego,Quesos,Queso gouda,Bloque 300g,4.5,155,697.5,PayPal,Queso gouda
2024-01-01,2024-01,Anderson James,Super Saber,Lee Lucas,Massachusetts,Lowell,Yogur,Yogur con frutas,Individual,1.2,298,357.6,Tarjeta de crédito,Yogur con frutas
2024-09-27,2024-09,Smith Noah,Town Market,Gagnon James,Florida,Jacksonville,Leche,Leche en polvo,Bolsa 800g,5.5,922,5071.0,Transferencia bancaria,Leche en polvo
2024-07-10,2024-07,Zeller Sophie,The Family Grocer,Brown Margaret,Florida,Tampa,Quesos,Queso mozzarella,Paquete 200g,3.75,616,2310.0,Tarjeta de crédito,Queso mozzarella
2024-05-19,2024-05,Smith Noah,Exquisite Foods Market,Rogers Harper,California,Los Angeles,Otros,Dulce de leche,Frasco 250g,3.0,914,2742.0,PayPal,Dulce de leche
2024-05-30,2024-05,Jackson George,Sky Blue Market,Taylor Jacob,Massachusetts,Worcester,Quesos,Queso edam,Bloque 300g,4.75,872,4142.0,Tarjeta de crédito,Queso edam
2024-06-11,2024-06,Zeller Sophie,Select Market,Bélanger Theodore,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,178,1023.5,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-09-21,2024-09,Zeller Sophie,Sky Blue Market,Taylor Jacob,Florida,Tampa,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,318,1272.0,Efectivo,Mantequilla con sal
2024-11-24,2024-11,Anderson James,Food Emporium,Iacoca William,Texas,Austin,Cremas,Crema de leche,Cartón 946ml,5.99,501,3000.99,Efectivo,Crema de leche
2024-08-09,2024-08,Davis Olivia,The Grocery Store,McBride Evelyn,Texas,San Antonio,Cremas,Crema agria,Tarrina 200g,2.5,123,307.5,Tarjeta de crédito,Crema agria
2024-11-04,2024-11,Lee Charlotte,The Family Grocer,Brown Margaret,Massachusetts,Boston,Leche,Leche saborizada,Individual,1.0,988,988.0,Efectivo,Leche saborizada
2024-05-08,2024-05,Davis Olivia,Exquisite Foods Market,Rogers Harper,Texas,Houston,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,540,2160.0,Transferencia bancaria,Mantequilla con sal
2024-10-15,2024-10,Williams Chloe,Select Market,Bélanger Theodore,Massachusetts,Boston,Leche,Bebidas lácteas,Botella 500ml,1.2,413,495.6,PayPal,Bebidas lácteas
2024-11-01,2024-11,Lee Charlotte,The House of Flavor,McAllister Alexander,California,San Diego,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,118,495.6,Tarjeta de débito,Mantequilla sin sal
2024-08-11,2024-08,Anderson James,Red Rose,Martinez Patricia,Texas,Austin,Yogur,Yogur griego,Individual,1.5,510,765.0,Transferencia bancaria,Yogur griego
2024-11-07,2024-11,Lee Charlotte,Super Everything,Fraser Michael,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,149,856.75,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-07-29,2024-07,Jackson George,Pekos Foods,Dubbois Frank,California,San Jose,Yogur,Kumis,Botella 1L,2.5,265,662.5,PayPal,Kumis
2024-05-31,2024-05,Williams Chloe,Corner Delicatessen,Clark Eleonor,Massachusetts,Springfield,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,579,2316.0,Tarjeta de débito,Mantequilla con sal
2024-06-13,2024-06,Smith Noah,My Market,Johnson Alice,Nueva York,Rochester,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,930,5347.5,Efectivo,Mantequilla clarificada (ghee)
2024-10-23,2024-10,Jackson George,Culinary Treasures,Koch Emma,Nueva York,Rochester,Quesos,Queso mozzarella,Paquete 200g,3.75,88,330.0,Transferencia bancaria,Queso mozzarella
2024-05-03,2024-05,Williams Chloe,Food Emporium,Iacoca William,Texas,Houston,Leche,Leche deslactosada,Litro,1.3,892,1159.6,Tarjeta de crédito,Leche deslactosada
2024-01-19,2024-01,Williams Chloe,Corner Delicatessen,Clark Eleonor,Massachusetts,Worcester,Yogur,Yogur natural,Individual,1.0,859,859.0,PayPal,Yogur natural
2024-10-15,2024-10,Anderson James,Select Market,Bélanger Theodore,Florida,Miami,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,916,3847.2,Efectivo,Mantequilla sin sal
2024-12-19,2024-12,Jackson George,Corner Delicatessen,Clark Eleonor,Texas,Houston,Leche,Leche saborizada,Individual,1.0,49,49.0,PayPal,Leche saborizada
2024-09-24,2024-09,Zeller Sophie,The House of Flavor,McAllister Alexander,Texas,Houston,Yogur,Yogur natural,Familiar 1L,3.5,887,3104.5,Tarjeta de débito,Yogur natural
2024-07-07,2024-07,Jackson George,The House of Flavor,McAllister Alexander,Florida,Orlando,Yogur,Kumis,Botella 1L,2.5,385,962.5,PayPal,Kumis
2024-08-16,2024-08,Anderson James,The Food Barn,Tremblay Ana,Massachusetts,Worcester,Cremas,Crema de leche,Cartón 946ml,5.99,765,4582.35,Efectivo,Crema de leche
2024-09-18,2024-09,Davis Olivia,Hyper Foods,Brightman Abigail,Massachusetts,Worcester,Otros,Helado,Tarrina 500ml,4.25,497,2112.25,Transferencia bancaria,Helado
2024-11-18,2024-11,Williams Chloe,My Market,Johnson Alice,Nueva York,Yonkers,Yogur,Yogur con frutas,Individual,1.2,350,420.0,Tarjeta de débito,Yogur con frutas
2024-09-14,2024-09,Williams Chloe,The House of Flavor,McAllister Alexander,Nueva York,New York City,Leche,Leche evaporada,Lata 354ml,2.3,602,1384.6,Transferencia bancaria,Leche evaporada
2024-01-05,2024-01,Jackson George,The House of Flavor,McAllister Alexander,California,San Francisco,Yogur,Yogur griego,Individual,1.5,398,597.0,PayPal,Yogur griego
2024-05-16,2024-05,Smith Noah,Corner Delicatessen,Clark Eleonor,Texas,Austin,Otros,Dulce de leche,Frasco 250g,3.0,903,2709.0,PayPal,Dulce de leche
2024-10-30,2024-10,Lee Charlotte,The Pantry,Wilson Ethan,Nueva York,Yonkers,Quesos,Queso brie,Cuña 200g,6.0,477,2862.0,Tarjeta de débito,Queso brie
2024-06-26,2024-06,Lee Charlotte,Red Rose,Martinez Patricia,Nueva York,Rochester,Quesos,Queso para untar,Tarrina 250g,3.2,180,576.0,Tarjeta de crédito,Queso para untar
2024-12-11,2024-12,Zeller Sophie,Central Supermarket,Smith Patricia,Florida,Orlando,Yogur,Yogur con frutas,Individual,1.2,132,158.4,Efectivo,Yogur con frutas
2024-12-25,2024-12,Davis Olivia,Select Market,Bélanger Theodore,Massachusetts,Worcester,Yogur,Yogur griego,Individual,1.5,348,522.0,Tarjeta de débito,Yogur griego
2024-07-06,2024-07,Davis Olivia,Sky Blue Market,Taylor Jacob,Texas,Dallas,Leche,Leche saborizada,Botella 500 ml,1.5,936,1404.0,Tarjeta de débito,Leche saborizada
2024-06-23,2024-06,Anderson James,The Family Grocer,Brown Margaret,Florida,Orlando,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,122,512.4,Transferencia bancaria,Mantequilla sin sal
2024-12-16,2024-12,Smith Noah,The Pantry,Wilson Ethan,Texas,Houston,Yogur,Kumis,Botella 1L,2.5,305,762.5,Transferencia bancaria,Kumis
2024-06-04,2024-06,Williams Chloe,The Food Barn,Tremblay Ana,California,Los Angeles,Leche,Leche en polvo,Bolsa 800g,5.5,583,3206.5,PayPal,Leche en polvo
2024-10-05,2024-10,Lee Charlotte,The House of Flavor,McAllister Alexander,Texas,Austin,Leche,Leche condensada,Lata 397g,2.5,712,1780.0,Transferencia bancaria,Leche condensada
2024-05-08,2024-05,Williams Chloe,The Food Barn,Tremblay Ana,California,San Jose,Leche,Leche en polvo,Bolsa 800g,5.5,39,214.5,Transferencia bancaria,Leche en polvo
2024-03-08,2024-03,Lee Charlotte,Sky Blue Market,Taylor Jacob,Florida,Tampa,Quesos,Queso parmesano,Rallado 150g,4.8,728,3494.4,Efectivo,Queso parmesano
2024-04-13,2024-04,Jackson George,Select Market,Bélanger Theodore,Massachusetts,Worcester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,700,2800.0,Tarjeta de crédito,Mantequilla con sal
2024-12-24,2024-12,Williams Chloe,The House of Flavor,McAllister Alexander,Florida,Tampa,Quesos,Queso cheddar añejo,Bloque 300g,5.0,321,1605.0,Transferencia bancaria,Queso cheddar añejo
2024-01-22,2024-01,Zeller Sophie,Super Saber,Lee Lucas,Texas,San Antonio,Yogur,Yogur con frutas,Individual,1.2,183,219.6,Transferencia bancaria,Yogur con frutas
2024-12-30,2024-12,Jackson George,Pekos Foods,Dubbois Frank,Florida,Jacksonville,Cremas,Crema de leche,Cartón 946ml,5.99,207,1239.93,PayPal,Crema de leche
2024-12-15,2024-12,Jackson George,Pekos Foods,Dubbois Frank,Massachusetts,Lowell,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,575,3306.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-03-21,2024-03,Davis Olivia,Corner Delicatessen,Clark Eleonor,Nueva York,Buffalo,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,83,348.6,Efectivo,Mantequilla sin sal
2024-04-06,2024-04,Jackson George,Exquisite Foods Market,Rogers Harper,Massachusetts,Lowell,Cremas,Crema agria,Tarrina 200g,2.5,483,1207.5,Efectivo,Crema agria
2024-04-02,2024-04,Anderson James,Red Rose,Martinez Patricia,Massachusetts,Boston,Otros,Dulce de leche,Frasco 250g,3.0,141,423.0,Efectivo,Dulce de leche
2024-11-12,2024-11,Anderson James,Corner Delicatessen,Clark Eleonor,Florida,Jacksonville,Quesos,Queso brie,Cuña 200g,6.0,735,4410.0,PayPal,Queso brie
2024-11-21,2024-11,Zeller Sophie,Sky Blue Market,Taylor Jacob,Nueva York,Buffalo,Leche,Leche descremada,Litro,1.15,360,414.0,Tarjeta de crédito,Leche descremada
2024-08-01,2024-08,Williams Chloe,Sky Blue Market,Taylor Jacob,Texas,Austin,Quesos,Queso brie,Cuña 200g,6.0,211,1266.0,PayPal,Queso brie
2024-05-27,2024-05,Davis Olivia,The Family Grocer,Brown Margaret,Florida,Jacksonville,Leche,Leche descremada,Litro,1.15,558,641.7,Efectivo,Leche descremada
2024-03-27,2024-03,Smith Noah,The Little Bee,Hunter Mark,Massachusetts,Lowell,Cremas,Crema de leche,Cartón 946ml,5.99,516,3090.84,Transferencia bancaria,Crema de leche
2024-07-24,2024-07,Lee Charlotte,Red Rose,Martinez Patricia,California,San Jose,Cremas,Crema de leche,Cartón 946ml,5.99,513,3072.87,PayPal,Crema de leche
2024-10-10,2024-10,Anderson James,Corner Delicatessen,Clark Eleonor,Florida,Miami,Quesos,Queso para untar,Tarrina 250g,3.2,35,112.0,Efectivo,Queso para untar
